ID,Anio,IVP,Salario Minimo,Concepto,TipoCT,Consecutivo,SIGAU,Especie,Tratamiento,Espacio,Estrato,Localidad,Latitud,Longitud,PAP,DAP,Altura Total,Altura Comercial,Diam. Copa Polar,Diam. Copa Ecuatorial,Perimetro basal,Estado fuste,Estado Copa,Estado Raiz,Estado FitoSanitario,Estado General,Riesgo,Interes patrimonial,Autorizado
473,2023,0.4581,1160000,2023EE51579,Infraestructura,SSFFS-51579,16515078337741,jazmin amarillo,Tala,Privado,1,PUENTE ARANDA,4.629932997577976,-74.11202730843436,0.76,2.39,2.66,2.36,1.86,2.57,2.63,1,1,1,1,Muy Malo,Muy Alto,No,OTRO
474,2022,0.432,1000000,2022EE74879,Emergencia,SSFFS-74879,17681820165576,olmo de agua,Traslado,Privado,5,CANDELARIA,4.600157382999143,-74.06390398059676,0.75,2.36,14.86,10.26,7.1,7.03,2.59,4,4,5,4,Bueno,Bajo,No,JBB
475,2024,0.4476,1300000,2024EE89987,Manejo,SSFFS-89987,16601994101741,higueron,Poda realce,Publico,4,PUENTE ARANDA,4.610973294402707,-74.1069648094667,1.33,4.18,10.85,10.06,3.62,9.3,4.6,4,4,4,4,Bueno,Bajo,No,JBB
476,2022,0.432,1000000,2022EE26910,Infraestructura,SSFFS-26910,01633024036744,higuerillo,Conservar,Publico,5,USAQUEN,4.815541563154982,-74.01437687260842,0.14,0.44,18.37,12.15,6.72,8.07,0.48,5,4,5,4,Bueno,Bajo,No,EEAB
477,2024,0.4476,1300000,2024EE40876,Infraestructura,SSFFS-40876,19227846805050,nispero,Poda control altura,Privado,6,CIUDAD BOLIVAR,4.571152946059734,-74.16847945017956,0.05,0.16,15.23,4.51,6.7,1.24,0.17,3,2,3,5,Regular,Medio,No,JBB
478,2024,0.4476,1300000,2024EE17404,Emergencia,SSFFS-17404,18522844555036,pino colombiano chaquiro,Conservar,Publico,2,RAFAEL URIBE URIBE,4.576874090454393,-74.1268829980993,1.39,4.37,11.72,6.71,16.19,7.32,4.8,5,4,5,4,Bueno,Bajo,No,EEAB
479,2022,0.432,1000000,2022EE23682,Infraestructura,SSFFS-23682,05655681367610,caucho sabanero,Poda aclareo,Publico,6,USME,4.364551455213435,-74.12779473845602,54.15,170.12,24.2,18.15,57.56,29.76,187.13,4,3,4,5,Bueno,Bajo,Si,EEAB
480,2022,0.432,1000000,2022EE10148,Manejo,SSFFS-10148,19626862732160,margarita,Poda aclareo,Privado,6,CIUDAD BOLIVAR,4.55825234331029,-74.1763444796075,0.1,0.31,1.2,0.74,1.0,14.72,0.35,4,3,4,5,Bueno,Bajo,No,JBB
481,2025,0.4745,1423500,2025EE38989,Manejo,SSFFS-38989,12610594186194,mortillo,Poda estructural,Privado,3,BARRIOS UNIDOS,4.668432915756026,-74.0711253169164,0.22,0.69,4.6,1.01,3.74,2.27,0.76,4,3,4,4,Regular,Medio,No,JBB
482,2023,0.4581,1160000,2023EE85753,Infraestructura,SSFFS-85753,12322695425266,dama de noche,Conservar,Privado,3,BARRIOS UNIDOS,4.656000451372147,-74.07780684091277,0.58,1.82,2.64,0.79,1.15,4.85,2.0,5,4,5,4,Bueno,Bajo,No,UAESP
483,2021,0.4379,908526,2021EE21513,Manejo,SSFFS-21513,03719898349080,cedrillo,Tratamiento especial,Privado,4,SANTA FE,4.608212481079093,-74.05600752367593,1.12,3.52,9.12,3.56,2.44,2.04,3.87,3,3,3,2,Malo,Alto,No,UAESP
484,2023,0.4581,1160000,2023EE08114,Emergencia,SSFFS-08114,14266813048087,flor morado,Poda realce,Privado,2,LOS MARTIRES,4.596517903622716,-74.08703797861844,0.57,1.79,7.3,6.58,5.57,3.57,1.97,4,4,4,4,Bueno,Bajo,Si,JBB
485,2021,0.4379,908526,2021EE48302,Infraestructura,SSFFS-48302,14140324758325,pino colombiano chaquiro,Poda estabilidad,Publico,6,LOS MARTIRES,4.602296229586688,-74.08943946628347,0.2,0.63,3.75,0.3,5.58,2.01,0.69,3,2,3,4,Regular,Medio,No,JBB
486,2020,0.4379,877803,2020EE34028,Manejo,SSFFS-34028,19339199377036,acacia baracatinga,Tratamiento integral,Privado,1,CIUDAD BOLIVAR,4.402159890124079,-74.16172610820361,32.31,101.51,28.49,12.27,0.66,15.74,111.66,2,2,2,2,Malo,Alto,No,IDU
487,2020,0.4379,877803,2020EE17193,Emergencia,SSFFS-17193,08651431333118,citrus spp.,Tala,Privado,4,KENNEDY,4.599022637955155,-74.14131307294271,0.37,1.16,4.21,1.06,2.68,1.58,1.28,1,1,1,1,Muy Malo,Muy Alto,No,ENEL
488,2022,0.432,1000000,2022EE04999,Emergencia,SSFFS-04999,10332148535672,callistemo,Poda realce,Privado,1,ENGATIVA,4.679222413731635,-74.10632693525457,0.61,1.92,8.35,2.46,5.45,3.11,2.11,4,4,4,4,Bueno,Bajo,No,EEAB
489,2022,0.432,1000000,2022EE80218,Infraestructura,SSFFS-80218,15587483119752,abelia,Tratamiento especial,Publico,3,ANTONIO NARIÑO,4.588669593430156,-74.10611376094106,0.08,0.25,2.0,0.44,2.0,4.72,0.28,3,3,3,2,Malo,Alto,No,EEAB
490,2023,0.4581,1160000,2023EE99965,Emergencia,SSFFS-99965,13523152074639,ombu,Conservar,Privado,1,TEUSAQUILLO,4.626316710960061,-74.07117521999929,0.26,0.82,2.86,1.81,1.3,2.9,0.9,5,4,5,4,Bueno,Bajo,No,ENEL
491,2023,0.4581,1160000,2023EE64850,Infraestructura,SSFFS-64850,14264735617003,pino patula,Tala,Privado,4,LOS MARTIRES,4.610634507258945,-74.07529231626725,135.21,424.78,16.57,10.48,2.21,7.92,467.25,1,1,1,1,Muy Malo,Muy Alto,No,JBB
492,2025,0.4745,1423500,2025EE86256,Emergencia,SSFFS-86256,02616782289859,arbol de te,Tratamiento especial,Publico,2,CHAPINERO,4.615577649533151,-74.02346460263152,0.01,0.03,1.55,1.07,1.0,0.5,0.03,3,3,3,2,Malo,Alto,Si,JBB
493,2023,0.4581,1160000,2023EE84500,Emergencia,SSFFS-84500,03784408676458,cipres japones,Poda radicular,Privado,5,SANTA FE,4.595767024066659,-74.00551888985062,0.67,2.1,7.98,6.93,3.98,3.19,2.32,4,4,2,4,Regular,Medio,No,JBB
494,2023,0.4581,1160000,2023EE75600,Infraestructura,SSFFS-75600,15110623944025,eucalipto plateado,Poda radicular,Privado,6,ANTONIO NARIÑO,4.596178749453543,-74.10962316462296,1.96,6.16,22.2,12.44,15.1,4.8,6.77,4,4,2,4,Regular,Medio,No,UAESP
495,2022,0.432,1000000,2022EE76218,Manejo,SSFFS-76218,01738457893410,cipres italiano,Tratamiento integral,Publico,1,USAQUEN,4.748730182618859,-74.01349996555278,1.1,3.46,20.79,6.94,61.91,28.18,3.8,2,2,2,2,Malo,Alto,No,OTRO
496,2023,0.4581,1160000,2023EE08446,Infraestructura,SSFFS-08446,03385912609623,fucsia arbustiva,Tratamiento integral,Privado,6,SANTA FE,4.594401301447831,-74.0171897358129,0.02,0.06,6.32,0.24,5.24,1.9,0.07,2,2,2,2,Malo,Alto,No,ENEL
497,2021,0.4379,908526,2021EE17376,Manejo,SSFFS-17376,06171777423690,uva camarona,Poda realce,Publico,5,TUNJUELITO,4.553843465617437,-74.13140841348766,0.41,1.29,10.51,0.34,7.76,11.46,1.42,4,4,4,4,Bueno,Bajo,No,JBB
498,2022,0.432,1000000,2022EE23613,Infraestructura,SSFFS-23613,13873167085773,cerezo,Tratamiento especial,Privado,6,TEUSAQUILLO,4.6360018573061,-74.06809141276602,94.24,296.06,7.59,0.58,93.5,19.03,325.67,3,3,3,2,Malo,Alto,No,OTRO
499,2020,0.4379,877803,2020EE83991,Emergencia,SSFFS-83991,12053077862728,mortillo,Poda estabilidad,Privado,6,BARRIOS UNIDOS,4.656430472073106,-74.08162272939798,0.2,0.63,3.83,2.5,2.7,1.14,0.69,3,2,3,4,Regular,Medio,No,ENEL
500,2022,0.432,1000000,2022EE07324,Emergencia,SSFFS-07324,13580675511928,fucsia arbustiva,Traslado,Privado,2,TEUSAQUILLO,4.642344342694734,-74.09914002587976,0.19,0.6,6.54,5.87,1.94,0.49,0.66,4,4,5,4,Bueno,Bajo,No,IDU
501,2024,0.4476,1300000,2024EE68468,Manejo,SSFFS-68468,17087856796062,mortillo,Poda radicular,Publico,6,CANDELARIA,4.591100508397494,-74.07910264369644,0.15,0.47,2.66,2.09,1.48,2.65,0.52,4,4,2,4,Regular,Medio,No,JBB
502,2020,0.4379,877803,2020EE60993,Infraestructura,SSFFS-60993,14961205310824,ojo de perdiz,Poda radicular,Privado,1,LOS MARTIRES,4.594329682711951,-74.09581830769949,0.12,0.38,1.42,0.14,0.94,0.54,0.41,4,4,2,4,Regular,Medio,No,EEAB
503,2023,0.4581,1160000,2023EE07849,Emergencia,SSFFS-07849,10284751051763,liquidambar estoraque,Poda estabilidad,Publico,6,ENGATIVA,4.682535307142404,-74.11848362388588,83.12,261.13,9.06,1.15,10.01,9.82,287.24,3,2,3,4,Regular,Medio,No,OTRO
504,2022,0.432,1000000,2022EE72066,Emergencia,SSFFS-72066,10253990345193,abutilon pequeno,Poda radicular,Privado,4,ENGATIVA,4.707818827337736,-74.1366525066793,0.21,0.66,4.12,0.73,3.5,1.97,0.73,4,4,2,4,Regular,Medio,No,ENEL
505,2025,0.4745,1423500,2025EE20800,Infraestructura,SSFFS-20800,18835472420021,caucho lira,Tratamiento especial,Privado,4,RAFAEL URIBE URIBE,4.553964997760063,-74.10873107076218,0.15,0.47,6.1,4.66,0.5,3.18,0.52,3,3,3,2,Malo,Alto,No,UAESP
506,2023,0.4581,1160000,2023EE82005,Infraestructura,SSFFS-82005,13023277774624,amarguero amarillo,Traslado,Privado,2,TEUSAQUILLO,4.637773214905242,-74.07647962969328,0.72,2.26,6.0,0.7,2.0,2.0,2.49,4,4,5,4,Bueno,Bajo,No,UAESP
507,2025,0.4745,1423500,2025EE42988,Manejo,SSFFS-42988,16299934969496,chiripique,Poda estructural,Publico,5,PUENTE ARANDA,4.636699856685023,-74.10558263054193,0.03,0.09,4.41,0.03,2.06,3.66,0.1,4,3,4,4,Regular,Medio,No,EEAB
508,2022,0.432,1000000,2022EE25032,Infraestructura,SSFFS-25032,10676971720810,borrachero blanco,Traslado,Publico,5,ENGATIVA,4.692505568016838,-74.09740699238273,0.38,1.19,7.06,1.58,2.78,2.87,1.31,4,4,5,4,Bueno,Bajo,No,EEAB
509,2024,0.4476,1300000,2024EE68291,Manejo,SSFFS-68291,11545034044097,balso blanco,Tratamiento integral,Publico,4,SUBA,4.811688156982671,-74.07867885953985,0.59,1.85,7.93,6.0,6.0,5.99,2.04,2,2,2,2,Malo,Alto,No,OTRO
510,2022,0.432,1000000,2022EE39184,Emergencia,SSFFS-39184,14884794040338,fenix,Poda realce,Publico,2,LOS MARTIRES,4.614317521020319,-74.07747231237002,0.28,0.88,1.76,0.26,0.8,1.0,0.97,4,4,4,4,Bueno,Bajo,No,ENEL
511,2024,0.4476,1300000,2024EE35294,Manejo,SSFFS-35294,08068273660771,gaquillo,Poda radicular,Privado,6,KENNEDY,4.615137992344872,-74.14628872546781,0.11,0.35,2.33,0.14,0.99,1.12,0.38,4,4,2,4,Regular,Medio,No,ENEL
512,2025,0.4745,1423500,2025EE26660,Manejo,SSFFS-26660,18023590638588,foetinia,Poda realce,Publico,2,RAFAEL URIBE URIBE,4.556927759932527,-74.10311165114352,0.41,1.29,3.26,2.79,2.0,3.0,1.42,4,4,4,4,Bueno,Bajo,No,JBB
513,2021,0.4379,908526,2021EE27911,Emergencia,SSFFS-27911,14197705115314,cipres,Poda realce,Publico,6,LOS MARTIRES,4.615998689618816,-74.07444111563204,0.21,0.66,14.77,0.45,15.69,8.33,0.73,4,4,4,4,Bueno,Bajo,No,JBB
514,2025,0.4745,1423500,2025EE88978,Emergencia,SSFFS-88978,14635300429214,cedro andino,Poda radicular,Publico,6,LOS MARTIRES,4.613668859802057,-74.08878720604677,0.51,1.6,8.41,2.4,3.58,6.69,1.76,4,4,2,4,Regular,Medio,No,IDU
515,2020,0.4379,877803,2020EE18031,Infraestructura,SSFFS-18031,07078145545616,manzano de monte,Conservar,Privado,1,BOSA,4.621199394728529,-74.18106474959383,0.46,1.45,8.49,6.77,3.75,8.97,1.59,5,4,5,4,Bueno,Bajo,No,OTRO
516,2025,0.4745,1423500,2025EE52518,Emergencia,SSFFS-52518,13230730271362,arce,Poda aclareo,Privado,6,TEUSAQUILLO,4.617850604059524,-74.0720126199503,1.76,5.53,9.04,3.15,6.2,16.42,6.08,4,3,4,5,Bueno,Bajo,No,UAESP
517,2025,0.4745,1423500,2025EE00168,Infraestructura,SSFFS-00168,17970319840949,eucalipto pomarroso,Tratamiento integral,Privado,6,CANDELARIA,4.602338837483545,-74.06344187499913,58.22,182.9,18.81,3.0,3.19,1.99,201.19,2,2,2,2,Malo,Alto,No,JBB
518,2020,0.4379,877803,2020EE40212,Emergencia,SSFFS-40212,04266833599883,boj,Conservar,Publico,6,SAN CRISTOBAL,4.536035997022698,-74.08391650189078,0.11,0.35,1.53,0.51,0.98,0.61,0.38,5,4,5,4,Bueno,Bajo,No,IDU
519,2023,0.4581,1160000,2023EE43045,Emergencia,SSFFS-43045,19785482693908,carbonero rosado,Poda estructural,Privado,2,CIUDAD BOLIVAR,4.387933006432191,-74.1953897521606,1.96,6.16,7.52,0.6,12.07,9.8,6.77,4,3,4,4,Regular,Medio,No,JBB
520,2025,0.4745,1423500,2025EE67951,Emergencia,SSFFS-67951,03079415383525,palma de datiles,Traslado,Publico,4,SANTA FE,4.595053741142437,-74.0493279546023,0.48,1.51,7.27,1.5,7.16,4.06,1.66,4,4,5,4,Bueno,Bajo,No,JBB
521,2023,0.4581,1160000,2023EE58289,Emergencia,SSFFS-58289,01433360994833,pino montezuma,Poda aclareo,Publico,5,USAQUEN,4.713552601395278,-74.01492149675757,1.71,5.37,18.59,13.83,9.09,3.23,5.91,4,3,4,5,Bueno,Bajo,No,UAESP
522,2020,0.4379,877803,2020EE52548,Emergencia,SSFFS-52548,18338771556582,palma de datiles,Conservar,Publico,5,RAFAEL URIBE URIBE,4.559495018960554,-74.11013835664366,1.32,4.15,15.57,2.67,5.68,3.41,4.56,5,4,5,4,Bueno,Bajo,No,IDU
523,2023,0.4581,1160000,2023EE62903,Manejo,SSFFS-62903,10208135207695,trompeto,Poda radicular,Privado,6,ENGATIVA,4.711050276131004,-74.10833363187862,1.48,4.65,10.37,7.41,2.41,2.27,5.11,4,4,2,4,Regular,Medio,No,ENEL
524,2025,0.4745,1423500,2025EE05708,Infraestructura,SSFFS-05708,08003917214746,chilco,Poda radicular,Privado,6,KENNEDY,4.631561364198216,-74.12729036255583,12.27,38.55,32.44,0.44,7.84,21.43,42.4,4,4,2,4,Regular,Medio,No,UAESP
525,2021,0.4379,908526,2021EE11512,Infraestructura,SSFFS-11512,16276148180318,pino colombiano,Poda radicular,Privado,5,PUENTE ARANDA,4.621057622912533,-74.09963919056786,1.09,3.42,8.0,4.95,1.5,1.5,3.77,4,4,2,4,Regular,Medio,No,JBB
526,2021,0.4379,908526,2021EE71999,Emergencia,SSFFS-71999,18691894859097,tuno,Tratamiento integral,Privado,4,RAFAEL URIBE URIBE,4.5791789014229645,-74.1068291502761,0.3,0.94,6.57,1.53,5.28,2.47,1.04,2,2,2,2,Malo,Alto,No,IDU
527,2021,0.4379,908526,2021EE42574,Manejo,SSFFS-42574,08515261510681,cerezo capuli,Tala,Privado,3,KENNEDY,4.6287990250612525,-74.1688178956636,14.68,46.12,7.81,3.95,30.6,15.58,50.73,1,1,1,1,Muy Malo,Muy Alto,No,JBB
528,2021,0.4379,908526,2021EE52309,Infraestructura,SSFFS-52309,13532851577905,chicala,Poda estabilidad,Publico,5,TEUSAQUILLO,4.6375712231440795,-74.0852996994367,71.86,225.76,4.33,1.29,31.5,2.49,248.33,3,2,3,4,Regular,Medio,No,JBB
529,2021,0.4379,908526,2021EE74528,Infraestructura,SSFFS-74528,13663410385892,sietecueros nazareno,Poda radicular,Publico,3,TEUSAQUILLO,4.639078700212422,-74.08119056466,0.48,1.51,7.32,0.17,4.08,2.82,1.66,4,4,2,4,Regular,Medio,No,JBB
530,2020,0.4379,877803,2020EE81010,Emergencia,SSFFS-81010,08675497907789,borrachero blanco,Traslado,Privado,3,KENNEDY,4.614521101091773,-74.13740071473583,0.3,0.94,3.39,1.97,1.4,2.16,1.04,4,4,5,4,Bueno,Bajo,No,JBB
531,2022,0.432,1000000,2022EE45931,Manejo,SSFFS-45931,08726290762660,palma de cera,Conservar,Publico,1,KENNEDY,4.641583273560101,-74.13776102964742,0.45,1.41,4.27,0.06,3.34,2.47,1.56,5,4,5,4,Bueno,Bajo,No,JBB
532,2024,0.4476,1300000,2024EE44437,Infraestructura,SSFFS-44437,03448771119638,liquidambar,Poda estabilidad,Privado,5,SANTA FE,4.584139642698868,-74.07668125883694,0.94,2.95,10.95,3.05,7.07,2.59,3.25,3,2,3,4,Regular,Medio,No,UAESP
533,2025,0.4745,1423500,2025EE54480,Manejo,SSFFS-54480,14735998229838,palma de ramo,Traslado,Privado,5,LOS MARTIRES,4.619885108246277,-74.08397596266374,0.84,2.64,11.1,0.08,4.26,2.45,2.9,4,4,5,4,Bueno,Bajo,No,UAESP
534,2021,0.4379,908526,2021EE23507,Manejo,SSFFS-23507,15253658229166,ciruelo,Poda radicular,Privado,6,ANTONIO NARIÑO,4.594543980041894,-74.11509567486135,1.88,5.91,7.57,2.72,2.32,3.08,6.5,4,4,2,4,Regular,Medio,No,UAESP
535,2021,0.4379,908526,2021EE30239,Emergencia,SSFFS-30239,17383842497065,chiripique,Conservar,Publico,1,CANDELARIA,4.60333066539484,-74.0650790182969,0.38,1.19,4.35,1.88,0.96,1.57,1.31,5,4,5,4,Bueno,Bajo,No,UAESP
536,2023,0.4581,1160000,2023EE44805,Infraestructura,SSFFS-44805,18175240773118,tuno esmeraldo,Poda aclareo,Publico,4,RAFAEL URIBE URIBE,4.572258463955413,-74.11773276017995,3.07,9.64,3.08,2.68,1.41,1.09,10.61,4,3,4,5,Bueno,Bajo,No,UAESP
537,2023,0.4581,1160000,2023EE29224,Manejo,SSFFS-29224,13808413291377,retamo,Tratamiento integral,Privado,6,TEUSAQUILLO,4.646511359044449,-74.06564579281442,0.09,0.28,2.03,0.29,1.52,2.08,0.31,2,2,2,2,Malo,Alto,No,JBB
538,2025,0.4745,1423500,2025EE77837,Infraestructura,SSFFS-77837,02694915157006,pino,Traslado,Publico,3,CHAPINERO,4.673926531720641,-74.05626218511937,3.25,10.21,6.8,3.34,4.97,8.24,11.23,4,4,5,4,Bueno,Bajo,Si,OTRO
539,2021,0.4379,908526,2021EE74251,Manejo,SSFFS-74251,19369468106383,carbonero rosado,Poda estructural,Publico,5,CIUDAD BOLIVAR,4.536031650295944,-74.17571112159351,1.48,4.65,7.16,6.18,8.27,12.09,5.11,4,3,4,4,Regular,Medio,No,JBB
540,2023,0.4581,1160000,2023EE11023,Manejo,SSFFS-11023,07045714482907,camelia,Poda estructural,Publico,4,BOSA,4.599787860935212,-74.19920838961472,0.3,0.94,3.86,2.99,1.31,4.62,1.04,4,3,4,4,Regular,Medio,No,JBB
541,2023,0.4581,1160000,2023EE38283,Emergencia,SSFFS-38283,07818013074018,foetinia,Traslado,Publico,3,BOSA,4.609089548890199,-74.1938700526355,0.43,1.35,3.05,0.57,2.0,3.0,1.49,4,4,5,4,Bueno,Bajo,No,JBB
542,2020,0.4379,877803,2020EE76174,Emergencia,SSFFS-76174,09631180658017,caucho benjamin,Tala,Publico,4,FONTIBON,4.664581470952355,-74.14438693699176,7.54,23.69,13.38,9.15,4.09,5.47,26.06,1,1,1,1,Muy Malo,Muy Alto,No,JBB
543,2022,0.432,1000000,2022EE04400,Infraestructura,SSFFS-04400,05074269534571,encenillo,Poda realce,Privado,4,USME,4.3336661356537896,-74.17577854685418,0.64,2.01,8.88,1.66,0.64,7.77,2.21,4,4,4,4,Bueno,Bajo,No,EEAB
544,2021,0.4379,908526,2021EE97988,Emergencia,SSFFS-97988,19587391912167,cedrillo yuco,Traslado,Publico,3,CIUDAD BOLIVAR,4.395777784577297,-74.15778008975643,2.35,7.38,9.81,1.23,0.94,2.02,8.12,4,4,5,4,Bueno,Bajo,No,OTRO
545,2021,0.4379,908526,2021EE36604,Infraestructura,SSFFS-36604,07097654488306,fucsia boliviana,Poda aclareo,Publico,6,BOSA,4.603228789387403,-74.19786735671588,4.08,12.82,1.54,1.16,32.69,1.25,14.1,4,3,4,5,Bueno,Bajo,No,JBB
546,2021,0.4379,908526,2021EE85085,Emergencia,SSFFS-85085,02560879115141,sangregao croto,Tratamiento especial,Publico,4,CHAPINERO,4.6252496489635275,-74.05029401214092,0.13,0.41,2.34,0.44,11.6,6.54,0.45,3,3,3,2,Malo,Alto,No,JBB
547,2021,0.4379,908526,2021EE96973,Emergencia,SSFFS-96973,15446426794546,trompeto,Conservar,Privado,1,ANTONIO NARIÑO,4.59002232766714,-74.09498765080512,2.05,6.44,10.32,10.01,1.83,6.2,7.08,5,4,5,4,Bueno,Bajo,No,EEAB
548,2025,0.4745,1423500,2025EE94025,Emergencia,SSFFS-94025,03696159581348,olivo,Tratamiento especial,Publico,5,SANTA FE,4.612348050131973,-74.05630763511441,1.51,4.74,8.93,7.03,1.28,3.1,5.22,3,3,3,2,Malo,Alto,No,IDU
549,2024,0.4476,1300000,2024EE60082,Emergencia,SSFFS-60082,15536201143560,garrocho,Tala,Publico,6,ANTONIO NARIÑO,4.587433956781058,-74.09048972319341,0.83,2.61,3.05,1.68,1.49,1.83,2.87,1,1,1,1,Muy Malo,Muy Alto,No,JBB
550,2021,0.4379,908526,2021EE60310,Manejo,SSFFS-60310,04356757171080,acacia morada,Traslado,Publico,4,SAN CRISTOBAL,4.524451578457481,-74.06626006132153,278.04,873.49,14.38,3.08,12.2,16.39,960.84,4,4,5,4,Bueno,Bajo,No,JBB
551,2022,0.432,1000000,2022EE54339,Manejo,SSFFS-54339,12169384706589,corono,Tratamiento especial,Publico,4,BARRIOS UNIDOS,4.669779790089275,-74.08827093344948,3.27,10.27,19.45,9.89,86.59,2.87,11.3,3,3,3,2,Malo,Alto,No,JBB
552,2023,0.4581,1160000,2023EE39401,Infraestructura,SSFFS-39401,05823664369883,gualanday,Tala,Publico,2,USME,4.311062790364975,-74.17030945154829,1.0,3.14,15.38,14.12,6.27,4.72,3.46,1,1,1,1,Muy Malo,Muy Alto,No,ENEL
553,2021,0.4379,908526,2021EE26596,Emergencia,SSFFS-26596,13078615650283,ocobo guayacan,Poda aclareo,Publico,2,TEUSAQUILLO,4.651512406240155,-74.08586937865024,0.96,3.02,3.95,2.3,3.77,12.72,3.32,4,3,4,5,Bueno,Bajo,No,IDU
554,2020,0.4379,877803,2020EE53484,Manejo,SSFFS-53484,06193212998415,pino hayuelo,Conservar,Publico,3,TUNJUELITO,4.585235931404231,-74.13145901078586,0.38,1.19,2.2,1.9,1.0,1.0,1.31,5,4,5,4,Bueno,Bajo,No,JBB
555,2022,0.432,1000000,2022EE71938,Infraestructura,SSFFS-71938,09065323536170,caucho tequendama,Conservar,Publico,4,FONTIBON,4.672686845223789,-74.14678454032435,2.18,6.85,3.78,1.54,30.67,13.27,7.53,5,4,5,4,Bueno,Bajo,No,OTRO
556,2020,0.4379,877803,2020EE50128,Manejo,SSFFS-50128,05969531332765,balazo,Tala,Publico,3,USME,4.334341071716514,-74.13756632633122,0.04,0.13,1.0,0.09,1.0,2.0,0.14,1,1,1,1,Muy Malo,Muy Alto,No,UAESP
557,2024,0.4476,1300000,2024EE30935,Manejo,SSFFS-30935,10640857197137,mimbre,Poda realce,Privado,2,ENGATIVA,4.683631402827494,-74.08682912910879,0.64,2.01,6.11,1.76,3.29,3.43,2.21,4,4,4,4,Bueno,Bajo,No,UAESP
558,2024,0.4476,1300000,2024EE45658,Infraestructura,SSFFS-45658,07712084800473,palma yuca palmiche,Tratamiento integral,Publico,6,BOSA,4.6320770460514025,-74.18057141773212,0.89,2.8,4.67,2.93,8.54,4.8,3.08,2,2,2,2,Malo,Alto,No,JBB
559,2024,0.4476,1300000,2024EE81882,Emergencia,SSFFS-81882,10449950695313,araucaria crespa,Traslado,Publico,2,ENGATIVA,4.684890299626632,-74.07996520912391,119.99,376.96,24.02,8.46,14.48,12.43,414.66,4,4,5,4,Bueno,Bajo,No,JBB
560,2021,0.4379,908526,2021EE01713,Emergencia,SSFFS-01713,17325085881476,flor amarillo,Poda realce,Privado,5,CANDELARIA,4.597208692260564,-74.06714977296275,0.87,2.73,6.21,4.34,8.14,5.13,3.01,4,4,4,4,Bueno,Bajo,No,JBB
561,2022,0.432,1000000,2022EE49456,Emergencia,SSFFS-49456,13610892243142,raque san juanito,Poda control altura,Privado,2,TEUSAQUILLO,4.644690116610175,-74.09592959664367,0.26,0.82,2.49,0.23,0.59,3.52,0.9,3,2,3,5,Regular,Medio,No,JBB
562,2020,0.4379,877803,2020EE63555,Emergencia,SSFFS-63555,01533991473529,aliso,Poda estabilidad,Privado,2,USAQUEN,4.767529537920477,-74.04294786459793,102.72,322.71,39.88,30.72,11.94,15.66,354.98,3,2,3,4,Regular,Medio,No,JBB
563,2023,0.4581,1160000,2023EE35803,Emergencia,SSFFS-35803,15202241765246,mortillo,Poda estabilidad,Publico,3,ANTONIO NARIÑO,4.585456764030512,-74.10415460960098,0.11,0.35,4.47,0.23,2.5,1.77,0.38,3,2,3,4,Regular,Medio,No,ENEL
564,2020,0.4379,877803,2020EE73319,Emergencia,SSFFS-73319,13258135860738,cordoncillo,Poda control altura,Privado,5,TEUSAQUILLO,4.636311848899056,-74.08209292966451,0.79,2.48,4.2,3.42,6.15,5.13,2.73,3,2,3,5,Regular,Medio,No,ENEL
565,2024,0.4476,1300000,2024EE14055,Emergencia,SSFFS-14055,13182732601776,cayeno,Poda control altura,Publico,1,TEUSAQUILLO,4.632289359799782,-74.08307033199868,0.16,0.5,5.16,3.84,9.37,0.94,0.55,3,2,3,5,Regular,Medio,No,ENEL
566,2020,0.4379,877803,2020EE99597,Manejo,SSFFS-99597,18137483480071,mermelada,Traslado,Privado,2,RAFAEL URIBE URIBE,4.559262525026065,-74.10368592054289,0.61,1.92,4.8,4.17,1.2,4.37,2.11,4,4,5,4,Bueno,Bajo,No,IDU
567,2022,0.432,1000000,2022EE40395,Infraestructura,SSFFS-40395,04959376254546,naranjo,Poda estabilidad,Privado,1,SAN CRISTOBAL,4.531918230086055,-74.04072422838158,0.69,2.17,4.15,2.63,7.53,4.2,2.38,3,2,3,4,Regular,Medio,No,JBB
568,2025,0.4745,1423500,2025EE20041,Infraestructura,SSFFS-20041,06320174965494,araucaria crespa,Tratamiento especial,Privado,1,TUNJUELITO,4.582496480516315,-74.14019004773883,34.29,107.73,7.77,7.54,16.78,2.89,118.5,3,3,3,2,Malo,Alto,No,IDU
569,2021,0.4379,908526,2021EE33117,Emergencia,SSFFS-33117,03284775629637,cerezo,Poda control altura,Publico,2,SANTA FE,4.5978594274017945,-74.03421742045177,15.63,49.1,12.03,5.32,167.54,11.67,54.01,3,2,3,5,Regular,Medio,No,UAESP
570,2023,0.4581,1160000,2023EE33129,Manejo,SSFFS-33129,18652286949759,pino colombiano chaquiro,Poda estructural,Privado,2,RAFAEL URIBE URIBE,4.580956138748201,-74.11167731817713,1.95,6.13,17.59,10.11,16.93,4.67,6.74,4,3,4,4,Regular,Medio,No,JBB
571,2020,0.4379,877803,2020EE69659,Manejo,SSFFS-69659,04029375982161,hiperico,Poda realce,Publico,1,SAN CRISTOBAL,4.517147124315154,-74.0642726024216,0.15,0.47,1.71,1.08,1.38,1.36,0.52,4,4,4,4,Bueno,Bajo,No,EEAB
